host,ip,port,protocol,base_protocol,title,domain,country,city,link
https://bpb.baochao.us.kg,172.67.167.138,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,us.kg,US,San Francisco,https://bpb.baochao.us.kg
https://hbpb.us.kg,2606:4700:3037::6815:44ab,443,https,tcp,Just a moment...,us.kg,US,San Francisco,https://hbpb.us.kg
https://bpb.soyoung.us.kg,2606:4700:3030::ac43:ad85,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,us.kg,US,San Francisco,https://bpb.soyoung.us.kg
https://bpb.wze.us.kg,172.67.169.14,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,us.kg,US,San Francisco,https://bpb.wze.us.kg
https://bpb.mianfaiblog.us.kg,172.67.160.178,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,us.kg,US,San Francisco,https://bpb.mianfaiblog.us.kg
https://ibpb.us.kg,2606:4700:3036::ac43:a2e2,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,us.kg,US,San Francisco,https://ibpb.us.kg
https://bpb.bpb.us.kg,172.67.209.118,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,us.kg,US,San Francisco,https://bpb.bpb.us.kg
https://bpb.xxoo.us.kg,172.67.172.191,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,us.kg,US,San Francisco,https://bpb.xxoo.us.kg
https://bpb.icharles.filegear-sg.me,172.67.191.61,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,filegear-sg.me,US,San Francisco,https://bpb.icharles.filegear-sg.me
https://299.29.dns-dynamic.net,172.66.47.171,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,dns-dynamic.net,US,San Francisco,https://299.29.dns-dynamic.net
https://2.cike.dns-dynamic.net,172.66.47.177,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,dns-dynamic.net,US,San Francisco,https://2.cike.dns-dynamic.net
https://2.j.dns-dynamic.net,172.66.44.124,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,dns-dynamic.net,US,San Francisco,https://2.j.dns-dynamic.net
https://1.po.qw.dns-dynamic.net,172.66.44.84,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,dns-dynamic.net,US,San Francisco,https://1.po.qw.dns-dynamic.net
https://96.jhwsx.dns-dynamic.net,172.67.213.157,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,dns-dynamic.net,US,San Francisco,https://96.jhwsx.dns-dynamic.net
https://j99.j.dns-dynamic.net,172.66.44.73,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,dns-dynamic.net,US,San Francisco,https://j99.j.dns-dynamic.net
https://1.w.qw.dns-dynamic.net,172.66.44.161,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,dns-dynamic.net,US,San Francisco,https://1.w.qw.dns-dynamic.net
https://vpn4.semomanli.dns-dynamic.net,172.66.44.242,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,dns-dynamic.net,US,San Francisco,https://vpn4.semomanli.dns-dynamic.net
https://9.caishen168.dns-dynamic.net,172.66.44.95,443,https,tcp,Just a moment...,dns-dynamic.net,US,San Francisco,https://9.caishen168.dns-dynamic.net
https://uk1.atmonamii.xyz,172.67.166.193,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,atmonamii.xyz,US,San Francisco,https://uk1.atmonamii.xyz
https://it2.atmonamii.xyz,104.21.83.9,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,atmonamii.xyz,US,San Francisco,https://it2.atmonamii.xyz
https://de1.atmonamii.xyz,172.67.166.193,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,atmonamii.xyz,US,San Francisco,https://de1.atmonamii.xyz
https://f.loveq.us.kg,104.21.28.115,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,us.kg,US,San Francisco,https://f.loveq.us.kg
https://b.2k.cloudns.be,172.66.47.85,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,cloudns.be,US,San Francisco,https://b.2k.cloudns.be
https://ti.oto.cloudns.be,172.66.47.173,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,cloudns.be,US,San Francisco,https://ti.oto.cloudns.be
https://bpb.iuse.cloudns.be,172.66.44.119,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,cloudns.be,US,San Francisco,https://bpb.iuse.cloudns.be
https://cp.skywork.cloudns.be,172.66.47.115,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,cloudns.be,US,San Francisco,https://cp.skywork.cloudns.be
https://bpb.shaojun.filegear-sg.me,104.21.52.81,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,filegear-sg.me,US,San Francisco,https://bpb.shaojun.filegear-sg.me
https://bpb.jy368.filegear-sg.me,172.66.44.127,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,filegear-sg.me,US,San Francisco,https://bpb.jy368.filegear-sg.me
https://fengfeng.filegear-sg.me,172.67.171.125,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,filegear-sg.me,US,San Francisco,https://fengfeng.filegear-sg.me
https://bfr1.mamatune.top,104.21.64.216,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://bfr1.mamatune.top
https://mps1.mamatune.top,104.21.64.216,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://mps1.mamatune.top
https://1.jerek.cloudns.ch,172.66.47.7,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,cloudns.ch,US,San Francisco,https://1.jerek.cloudns.ch
https://cm.chenjunxv2015.cloudns.ch,172.66.47.2,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,cloudns.ch,US,San Francisco,https://cm.chenjunxv2015.cloudns.ch
https://pages.proton.cloudns.ch,172.66.45.31,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,cloudns.ch,US,San Francisco,https://pages.proton.cloudns.ch
https://qpt.isblchh.cloudns.ch,172.66.44.61,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,cloudns.ch,US,San Francisco,https://qpt.isblchh.cloudns.ch
https://tr2.mamatune.top,172.67.187.227,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://tr2.mamatune.top
https://bpb.pp.ua,104.21.46.105,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,bpb.pp.ua,US,San Francisco,https://bpb.pp.ua
https://tr3.mamatune.top,104.21.64.216,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://tr3.mamatune.top
https://babyboss.cfd,104.21.39.154,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,babyboss.cfd,US,San Francisco,https://babyboss.cfd
https://pfr4.mamatune.top,104.21.64.216,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://pfr4.mamatune.top
https://hz1.mamatune.top,172.67.187.227,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://hz1.mamatune.top
https://hz3.mamatune.top,172.67.187.227,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://hz3.mamatune.top
https://fl4.mamatune.top,104.21.64.216,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://fl4.mamatune.top
https://4vp3.mamatune.top,104.21.64.216,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://4vp3.mamatune.top
https://ytnl1.mamatune.top,104.21.64.216,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://ytnl1.mamatune.top
https://pfr2.mamatune.top,172.67.187.227,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://pfr2.mamatune.top
https://hz2.mamatune.top,104.21.64.216,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://hz2.mamatune.top
https://n95.space,172.67.176.130,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,n95.space,US,San Francisco,https://n95.space
https://bpb22.alyreza.onflashdrive.app,104.21.39.39,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,onflashdrive.app,US,San Francisco,https://bpb22.alyreza.onflashdrive.app
https://bp.parseh.onflashdrive.app,172.66.44.129,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,onflashdrive.app,US,San Francisco,https://bp.parseh.onflashdrive.app
https://new.niyavash.onflashdrive.app,172.67.175.187,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,onflashdrive.app,US,San Francisco,https://new.niyavash.onflashdrive.app
https://patoq.onflashdrive.app,172.67.162.191,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,onflashdrive.app,US,San Francisco,https://patoq.onflashdrive.app
https://sdfv.5tg2.rtgbwe.patoq.onflashdrive.app,172.67.162.191,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,onflashdrive.app,US,San Francisco,https://sdfv.5tg2.rtgbwe.patoq.onflashdrive.app
https://mps2.mamatune.top,172.67.187.227,443,https,tcp,,mamatune.top,US,San Francisco,https://mps2.mamatune.top
https://4vp1.mamatune.top,172.67.187.227,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://4vp1.mamatune.top
https://pfr5.mamatune.top,104.21.64.216,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://pfr5.mamatune.top
https://pfr3.mamatune.top,104.21.64.216,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://pfr3.mamatune.top
https://net1.atmonamii.xyz,104.21.83.9,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,atmonamii.xyz,US,San Francisco,https://net1.atmonamii.xyz
https://ptr1.mamatune.top,172.67.187.227,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,mamatune.top,US,San Francisco,https://ptr1.mamatune.top
https://ljmb2zem060nmmn5h5a4b1deu94mck.coolshekan.com,104.21.94.136,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,coolshekan.com,US,San Francisco,https://ljmb2zem060nmmn5h5a4b1deu94mck.coolshekan.com
https://abolfazl.eu.org,104.21.35.191,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,abolfazl.eu.org,US,San Francisco,https://abolfazl.eu.org
https://app-state.amirardi.pw,104.21.37.172,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,amirardi.pw,US,San Francisco,https://app-state.amirardi.pw
https://testingspeed.top,172.67.194.153,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,testingspeed.top,US,San Francisco,https://testingspeed.top
https://88651145.xyz,104.21.71.249,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,88651145.xyz,US,San Francisco,https://88651145.xyz
https://th.speedtest.net,172.64.145.107,443,https,tcp,Just a moment...,speedtest.net,US,San Francisco,https://th.speedtest.net
https://fn1.p-6.space,172.67.181.215,443,https,tcp,Speedtest by Ookla - The Global Broadband Speed Test,p-6.space,US,San Francisco,https://fn1.p-6.space
https://app.shahreman.at,172.67.142.113,443,https,tcp,,shahreman.at,US,San Francisco,https://app.shahreman.at
